cpf,name,date_of_birth,salary_range,phone
552277176,Simone Mello Batista,1962-05-15,12000+,(16) 9293-5979
320623150,Lucia Pinheiro Lorenzetti,1963-08-02,12000+,(74) 8712-4185
509921214,Rogerio Fonseca Varella,1987-08-15,8000-12000,(86) 8598-2137
536911381,Natalia Ruberti Prado,1960-12-02,5000-8000,(15) 7091-3946
452729216,Frederico Freitas Nunes,1987-07-03,0-2000,(79) 7622-4569
399322687,Marta Reis Ferretti,2003-08-14,2000-5000,(79) 8900-9792
372847574,Marcelo Teteshi Moreira,1961-10-17,0-2000,(12) 9667-3636
358526395,Cristina Nunes Carvalho,1963-12-01,12000+,(13) 7866-6242
360470950,Alexandre Villasboas Manoel,1992-01-09,0-2000,(79) 9338-5345
336722105,Isabela Reis Vieira,1981-08-07,8000-12000,(12) 9560-7772
457486405,Luciane Pinheiro Schneider,1963-02-04,12000+,(12) 9768-3413
427376685,Cristina Muller Machado,2001-02-06,0-2000,(12) 9423-2263
283682069,Alberto Santos Moreno,1989-08-21,0-2000,(17) 7657-7697
206741815,Clara Pelegrino Correa,1978-01-16,5000-8000,(17) 9843-3476
452770033,Willian Zardetto Villasboas,1973-02-04,2000-5000,(19) 7780-1676
418655707,Zacarias Justi Girardi,1996-08-22,12000+,(16) 9288-5963
340656491,Deisemara Martinelli Pereira,1980-12-21,5000-8000,(17) 7534-7588
314683988,Marta Leite Bianchi,1976-05-12,5000-8000,(86) 8442-9945
339711360,Arthur Gonzalez Santos,1988-09-26,0-2000,(15) 7045-2654
297714543,Lara Araujo Fontes,1966-01-23,12000+,(17) 9167-1642
211616314,Carlos Stefanelli Fontes,1974-03-15,0-2000,(16) 8065-2532
425054648,Luciana Moreno Ferri,2000-02-27,5000-8000,(31) 8463-5795
527626300,Sinezio Mantovani Vieira,1973-08-09,0-2000,(21) 8468-9244
384685879,Heloisa Harper Nicoletti,1985-11-28,5000-8000,(86) 7632-1278
481844583,Giulia Lopes Barros,1997-10-04,0-2000,(79) 7773-8293
368264943,Vivian Pierri Varella,1977-06-08,12000+,(31) 9138-4673
546288448,Hiago Ruberti Moraes,2000-03-20,12000+,(16) 7795-9432
221834117,Barbara Teixeira Nardoni,1966-10-15,2000-5000,(13) 9340-3523
207815792,Enrico Barros Cardoso,1991-05-17,12000+,(86) 8303-2573
376450949,Maria Zardetto Camargo,1981-03-17,12000+,(13) 8166-6255
580031535,Vitoria Fiore Correa,1993-05-25,5000-8000,(31) 8363-1333
220921908,Guilherme Nunes Santos,1973-06-18,5000-8000,(86) 8088-5434
577868950,Amanda Pereira Lozzano,1972-10-11,12000+,(13) 8267-9995
481422774,Mario Andrade Varella,1994-09-06,2000-5000,(74) 8338-7116
539062206,Hiago Vieira Simas,1993-01-29,12000+,(15) 8999-3637
554006529,Fabio Nardoni Zardetto,1967-10-16,0-2000,(21) 7003-4892
567337528,Vivian Pierri Bianchi,1987-06-06,12000+,(74) 9052-4885
412079918,Felipe Morelli Klein,1962-06-27,0-2000,(17) 7713-3128
371197705,Felipe Reis Dias,1969-07-09,12000+,(74) 7458-3679
417792012,Sinezio Girardi Batista,1967-09-03,0-2000,(79) 8653-1638
535985951,Laura Perez Moreira,2002-12-18,0-2000,(74) 7565-4688
308564126,Marta Castro Bezerra,1976-01-20,2000-5000,(12) 9262-4792
290347308,Gabriela Rodrigues Ruberti,1997-12-30,5000-8000,(79) 8768-6538
518841544,Mario Gonzalez Lopes,1983-02-20,2000-5000,(13) 7641-2493
266516561,Cristiane Barbosa Muller,1994-06-10,5000-8000,(79) 8499-2192
500268478,Luciana Watanabe Villa,1990-08-11,0-2000,(21) 9436-7587
352253386,Augusto Milani Pierri,1994-11-29,0-2000,(31) 7087-2811
438292762,Luciana Padovani Zucatelli,1985-08-04,5000-8000,(86) 8546-6758
365039101,Carlos da Silva Bezerra,1966-10-23,8000-12000,(86) 9435-2248
213098460,Rafael Romano Mendes,1993-03-07,2000-5000,(15) 9318-5983
526646050,Amanda Ferretti Lozzano,1997-07-17,8000-12000,(21) 8535-7157
375137873,Teresa Girardi Carvalho,1987-05-28,2000-5000,(74) 9099-8396
233027575,Barbara Teles Gomes,1985-10-03,0-2000,(31) 9776-2535
555967628,Renata Borges Lima,1961-11-01,2000-5000,(74) 9826-3494
589386850,Poliana Padovani Pierri,1975-12-14,2000-5000,(15) 9877-7267
394956784,Renata Pereira Moraes,1973-05-18,2000-5000,(19) 7653-1586
353012721,Leonardo Perez Campos,1992-01-29,5000-8000,(16) 8066-4442
505941014,Cristina Mantovani Fontes,1981-11-23,8000-12000,(13) 7935-9859
594682505,Lara Zardetto Kropf,1995-05-27,2000-5000,(19) 9529-2789
567053651,Thiago Teteshi Manoel,2002-02-09,2000-5000,(15) 8137-4135
392813576,Gustavo Barros Vilar,1991-01-10,5000-8000,(19) 9654-8478
265652046,Vitor Rocha Santana,1978-10-15,8000-12000,(15) 7200-9874
332100009,Clara Soares Villa,1979-09-16,0-2000,(86) 9544-9696
504124351,Julia Gentili Monteiro,1988-05-31,2000-5000,(74) 7277-6466
510216858,Carla Andrade Alves,1993-10-28,8000-12000,(74) 8190-4631
221211775,Cristina Teixeira Zardetto,1984-09-24,12000+,(19) 8525-4179
508705594,Daniel Pinheiro Lozzano,1978-06-23,0-2000,(79) 7920-5552
330733952,Antonio Martinelli Muller,1974-07-04,5000-8000,(21) 9247-2372
513682689,Vivian Simas Villa,1980-09-30,0-2000,(86) 8582-7632
246404663,Tabata Barros Dias,1974-04-02,5000-8000,(17) 9248-7618
390439535,Matheus Martins Duarte,1991-10-24,5000-8000,(16) 7444-8181
245763424,Pablo Gonzalez Klein,1994-09-10,12000+,(15) 8942-7127
265103334,Etori Colombo Soares,1966-03-21,5000-8000,(16) 8293-3715
292296665,Leticia Simom Moreira,1977-05-11,8000-12000,(13) 9355-7342
255173906,Eduardo Milani Pierri,1964-11-21,2000-5000,(21) 7160-4374
465479313,Daiane Carvalho Pierri,1970-07-27,8000-12000,(12) 8107-6326
236487056,Osvaldo Esteves Caruso,1980-05-21,5000-8000,(17) 9175-5979
554232922,Airton Rossi Meirelles,1991-06-19,12000+,(17) 7516-1216
437061913,Guilherme Machado Mantovani,1962-07-27,8000-12000,(31) 8021-5593
205460999,Gustavo Ramos Villasboas,1969-08-12,0-2000,(19) 7861-3779
476334603,Jorge Prado Bernardi,1987-07-28,12000+,(31) 8685-9263
276356802,Jennifer Caruso Zardetto,1978-07-09,5000-8000,(15) 8348-7684
590868864,Pedro Correa Nunes,2000-03-29,5000-8000,(15) 9785-3579
363029213,Maria Pereira Andrade,1983-07-17,2000-5000,(31) 8583-1435
572042820,Sofia Rossi Gentili,1975-04-23,0-2000,(79) 7754-3266
353127000,Juliana Moreira Mantovani,1986-03-09,8000-12000,(12) 8976-6193
249702880,Fernando Oliveira Justi,1961-01-29,2000-5000,(31) 9012-3355
345250758,Carlos Lopes Schneider,2002-07-07,12000+,(31) 8079-8622
331279189,Maria Almeida Moreira,2002-12-24,2000-5000,(74) 8434-1422
276194072,Almir Pinheiro Simom,1967-07-12,2000-5000,(19) 7386-2781
404262458,Guilherme Pereira Esteves,1986-04-04,2000-5000,(79) 7751-4711
361121812,Luiza Rossi Borges,1971-11-07,8000-12000,(15) 9625-4212
459106137,Cristina Bastos Marques,2003-08-14,8000-12000,(19) 7181-6569
367485085,Hiago Lins Gonzalez,1972-12-03,8000-12000,(74) 7161-6116
214645063,Daiane Andrade Cunha,1974-03-30,12000+,(74) 7737-6116
520962362,Brenda Monteiro Lozzano,1960-01-15,8000-12000,(17) 9219-5837
330779600,Francisco Rizzo Stefanelli,1993-11-15,8000-12000,(31) 8755-3162
243794030,Etori Paes Stefanelli,1994-09-09,2000-5000,(13) 7271-8821
478318706,Luciana Manoel Camargo,1963-09-12,12000+,(74) 8994-7675
358753006,Cristina Varella Moraes,1995-08-30,0-2000,(13) 7087-3919
230131318,Paulo Ferreira Pereira,1975-07-27,0-2000,(74) 7809-4621
352601043,Bruno Meirelles Batista,1964-02-21,0-2000,(15) 7171-1931
396788554,Almir Okada Wainer,1988-01-13,5000-8000,(21) 8797-1478
337800420,Sofia Ribeiro Batista,1985-04-21,12000+,(79) 8998-3865
548802612,Luciana Gonzalez Camargo,1980-07-04,12000+,(19) 8789-4428
263642786,Osvaldo Kropf Freitas,1983-03-23,5000-8000,(79) 9070-8183
238090440,Enrico Nardoni Borges,1981-02-04,0-2000,(12) 7381-3637
453094540,Cristiane Colombo Souza,1971-12-13,12000+,(86) 7740-4488
584928965,Beatriz Shutz Harper,2001-07-07,0-2000,(74) 7718-8852
410137467,Marcelo Prado Esteves,1970-06-04,12000+,(12) 7192-1391
545533778,Barbara Bianchi Harper,2002-01-31,0-2000,(15) 7673-7783
521177098,Gabriela Nogueira Gonçalves,1979-08-04,12000+,(15) 7369-8328
242484886,Leticia Garcia Justi,1998-04-24,0-2000,(21) 7577-2696
519983417,Alexandre Kropf Perez,1978-02-07,8000-12000,(15) 9372-7346
304975462,Luana Ferri Prado,1973-05-11,12000+,(86) 8944-5567
356015956,Breno Rodrigues Wainer,1985-07-05,8000-12000,(21) 9801-2346
299299664,Miquel Medeiros Santos,1998-01-31,12000+,(13) 8955-4158
339905392,Almir Santana Teles,1970-04-09,12000+,(15) 9328-8812
542369145,Sergio Lozzano Camargo,2002-12-27,8000-12000,(19) 7559-1491
459157266,Thiago Caruso Camargo,1961-12-04,2000-5000,(17) 8231-3389
391778393,Pablo Teixeira Caruso,1985-05-18,5000-8000,(15) 7636-5231
284788734,Amabile Nogueira Almeida,1989-04-20,0-2000,(13) 8813-9738
489713595,Cristiane da Silva Duarte,1988-07-15,0-2000,(15) 8018-9918
536431306,Carol Lins Santana,2003-07-10,5000-8000,(16) 8228-3327
210453421,Renato Justi Rossi,1967-04-23,0-2000,(79) 8592-9633
283499733,Hiago Castro Vieira,1989-09-03,12000+,(19) 7060-2625
362524506,Sinezio Flora Reis,1989-04-27,12000+,(15) 8134-9196
277020813,Jorge Schneider Camargo,1992-03-23,12000+,(13) 8914-3499
496866424,Cristiane Bastos Zardetto,1967-01-08,12000+,(86) 9047-4479
569181877,Frederico Moreira Moraes,1963-05-23,0-2000,(21) 9852-5154
445889261,Raquel Castro Moreno,1971-03-17,8000-12000,(17) 7715-8759
570706624,Fernanda Barros Pelegrino,1971-01-04,0-2000,(15) 9693-4959
488026450,Brenda Garcia Cardoso,1967-12-10,8000-12000,(86) 9676-5787
395593819,Beatriz Bianchi Borges,1996-02-19,8000-12000,(79) 8669-5772
503470631,Leonardo Fernandes Almeida,1989-12-08,2000-5000,(13) 8709-1984
538675186,Raquel Bianchi Bernardi,2002-07-26,2000-5000,(74) 8552-6137
425639942,Hiago Leite Cardoso,1997-09-30,2000-5000,(15) 7921-6566
385545978,Mariana Schneider Colombo,1996-01-12,0-2000,(86) 9797-6391
272886503,Zacarias Cardoso Teixeira,1995-10-05,5000-8000,(86) 8748-5127
214091536,Raquel Pereira Varella,1997-09-10,0-2000,(79) 9722-5136
502044441,Heloisa Amaral Fontes,1969-02-03,8000-12000,(13) 7335-4369
309289810,Vitor Queiroz Ferrari,1993-04-07,5000-8000,(12) 8167-1462
246891162,Juliana Colombo Harper,1980-07-20,2000-5000,(79) 8511-4985
319486560,Amanda Quaresma Rizzo,1981-05-14,0-2000,(31) 7437-7755
545324131,Pablo Schmidt Meirelles,1969-02-07,12000+,(31) 7455-9752
499167550,Vivian Teles Fiore,1992-08-06,5000-8000,(86) 8673-7726
591656399,Luciana Pelegrino Pereira,1990-09-11,5000-8000,(21) 8957-3189
430401052,Lucia Lozzano Almeida,1979-02-07,8000-12000,(16) 7813-9655
537791035,Tiago Viana Teles,1995-12-05,12000+,(17) 9792-6262
386513801,Lucia Batista Barbosa,1969-08-30,12000+,(79) 7432-9242
450679629,Renata Schmidt Martins,1999-03-31,12000+,(74) 8325-4838
341510826,Nicole Toffoli Mendes,1983-05-21,12000+,(86) 8809-3224
384160522,Jorge Mendes Moreira,2002-05-18,2000-5000,(21) 9142-3749
348521957,Arthur Colombo Moreira,1995-11-23,8000-12000,(79) 8311-5983
274132523,Luciana Borges Weiss,1966-01-19,5000-8000,(13) 9182-7197
595122891,Barbara Amaral Moreira,1983-01-20,5000-8000,(16) 9141-1664
556211533,Julia Zardetto Colombo,1991-01-14,8000-12000,(31) 9309-3332
555966908,Nicole Kropf Lombardi,1977-09-18,2000-5000,(15) 8839-8897
529712226,Sergio Okada Antonelli,1963-07-04,5000-8000,(86) 8018-5772
504164070,Arthur Prado Colombo,1970-06-22,0-2000,(19) 8800-2457
586643087,Ricardo Nardoni Klein,2000-01-25,5000-8000,(86) 7839-6437
362253470,Gustavo Garcia Lins,1976-11-24,8000-12000,(79) 7778-9666
384654929,Luciana Gonzalez Moreira,1974-10-27,2000-5000,(15) 8593-8632
299902160,Paulo Cunha Villa,1985-11-23,5000-8000,(13) 8275-2212
598495777,Thiago Leite Teixeira,1978-07-21,5000-8000,(86) 7552-7787
248886888,Teresa Campos Ambrosio,1970-08-21,5000-8000,(31) 9419-2181
223391698,Paulo Lima Reis,1992-06-08,5000-8000,(17) 8419-3333
220488080,Isadora Paes Gomes,1994-04-16,8000-12000,(19) 9614-4947
529297853,Daniele Bianchi Ferreira,1965-06-30,5000-8000,(79) 7435-6447
387634827,Fernanda Marques Rocha,2003-07-12,12000+,(74) 9478-5395
576672310,Luciane Eller Esteves,1994-01-07,8000-12000,(15) 7473-5191
333573047,Vitor Nascimento Lins,2002-06-12,12000+,(12) 8181-8427
586943392,Wilson Bernardi Nogueira,1986-06-30,12000+,(79) 8653-4386
486013562,Mario Uehara Bezerra,1977-11-18,2000-5000,(74) 7544-4979
412735667,Clara Ribeiro Cunha,1976-03-11,5000-8000,(86) 8573-8233
448118438,Roberto Lins Manoel,1978-09-03,5000-8000,(13) 7938-2638
330414548,Mauricio Souza Watanabe,1979-07-01,2000-5000,(16) 8480-9817
549743608,Breno Morelli Costa,2002-05-03,0-2000,(79) 9584-6265
561349493,Gustavo Ferrari Ribeiro,1999-01-12,2000-5000,(19) 9042-8974
257244364,Juliana Rossi Stefanelli,1970-03-01,5000-8000,(13) 8710-6967
476996384,Andreia Fiore Fernandes,1982-09-07,0-2000,(12) 8620-6823
360436339,Thiago Fonseca Arcuri,1964-07-27,0-2000,(31) 7212-5224
587452896,Marcia Quaresma Garcia,1984-12-28,8000-12000,(74) 8912-1425
203365931,Luciana Toffoli Klein,1989-05-06,8000-12000,(17) 7230-3175
440006847,Frederico Ruberti Leite,2003-07-03,8000-12000,(13) 7541-6195
426959586,Wilson Martinelli Ruberti,2002-05-31,8000-12000,(19) 7029-3234
223315438,Natalia Ribeiro Viana,1971-09-13,5000-8000,(31) 9426-9359
403278052,Heloisa Soares Pereira,1980-02-27,8000-12000,(74) 7660-7191
462475001,Laura Castro Paes,1961-01-01,8000-12000,(12) 7997-9727
244382074,Matheus Gomes da Silva,1968-06-03,8000-12000,(31) 7958-8212
535764409,Luiza Rodrigues Amaral,1960-04-01,12000+,(79) 9344-3994
300642858,Almir Bastos Fonseca,1975-12-15,12000+,(31) 7335-8918
351283018,Leticia Martinelli Pierri,1966-11-14,8000-12000,(12) 7976-9999
567216344,Eduardo Cunha Barbosa,1976-11-11,5000-8000,(31) 9614-9119
466648518,Fernanda Ferreira Quaresma,1977-07-05,8000-12000,(16) 9673-7945
249508171,Julio Lopes Shutz,1967-06-17,5000-8000,(15) 9581-7267
362456491,Lara Nunes Colombo,1972-01-09,8000-12000,(12) 9663-1881
592203675,Tabata Girardi Teles,1973-12-09,12000+,(12) 8408-3463
209482324,Mauricio Ferretti Caruso,1973-08-05,2000-5000,(13) 7954-4395
473266102,Deisemara Pierri Mantovani,1984-05-21,2000-5000,(74) 9104-1146
282841598,Enrico Teteshi Colombo,2000-02-21,5000-8000,(74) 8120-7851
590079693,Osvaldo Fontes Flora,1986-07-31,0-2000,(17) 7507-3271
504692768,Almir Amaral Simas,1979-10-09,5000-8000,(12) 8347-9228
527230448,Barbara Almeida Marques,1985-07-13,5000-8000,(74) 9130-3595
327186595,Luciana Lorenzetti Pierri,1973-04-11,12000+,(12) 9194-1133
324507834,Joao Colombo Morelli,1981-01-23,12000+,(86) 7410-9897
351747100,Leticia Villa Villasboas,1965-09-12,8000-12000,(19) 8236-7912
386566954,Amabile Meirelles Ferretti,1988-02-29,5000-8000,(74) 7207-7698
278068906,Katia Silvestri Queiroz,1973-11-04,5000-8000,(21) 9135-9236
328975840,Antonio Rizzo Fontes,1997-03-09,0-2000,(13) 7033-9771
448861259,Lucas Varella Lozzano,1964-10-19,2000-5000,(17) 8316-9695
423535828,Caio Arcuri Ferreira,1970-05-07,8000-12000,(19) 9179-1278
553566011,Mauricio Barros Lima,1966-11-03,0-2000,(86) 9271-9127
397554067,Cristina Bezerra Nascimento,2003-11-08,12000+,(79) 9725-7597
238637243,Mariana Meirelles Romano,1965-12-17,8000-12000,(15) 8428-2113
535800270,Rogerio Reis Ferretti,1983-06-27,0-2000,(19) 9062-5225
260362196,Luiz Bianchi Nardoni,1974-12-22,0-2000,(21) 9797-7619
478646158,Carla Ferrari Quaresma,2001-11-15,5000-8000,(16) 9752-7495
257406647,Luiza Prado Bianchi,1967-07-03,12000+,(19) 8257-1958
209322160,Marcelo Harper Arcuri,1974-03-07,12000+,(19) 7399-3421
333610418,Enrico Santos Morelli,1990-04-17,8000-12000,(86) 7533-8853
289717862,Mariana Castro Rocha,1960-10-09,2000-5000,(74) 8976-7358
291121193,Poliana Nogueira Zardetto,1982-07-09,2000-5000,(86) 7068-1855
588185987,Brenda Reis de Marchi,2003-02-23,0-2000,(74) 8786-5528
471316675,Mariana Arcuri Melo,1996-04-23,2000-5000,(31) 7629-6738
298690982,Amanda Manoel Amaral,1982-04-06,8000-12000,(15) 7271-8348
329138192,Simone Schmidt Gonçalves,1975-11-30,2000-5000,(12) 7461-5747
443926496,Cristiane Gonzalez Rodrigues,1963-12-15,8000-12000,(31) 9194-8264
356594823,Sergio Santana Klein,1967-01-31,8000-12000,(79) 7737-4129
421897588,Valeska Vilar Pierri,1961-09-04,5000-8000,(17) 8049-3425
502177638,Vinicius Arcuri Leite,1972-08-19,12000+,(86) 7431-9873
391406990,Airton Almeida Ramos,1960-11-05,2000-5000,(19) 9404-7549
378397592,Francisco Leite Schneider,1981-09-01,5000-8000,(31) 7789-5269
304683978,Lucia Pereira Nascimento,2001-11-25,2000-5000,(31) 9837-3483
573883103,Leticia Moura Medeiros,1960-08-16,5000-8000,(79) 8749-3471
269039380,Charles Gonzalez Soares,1994-08-08,5000-8000,(17) 7689-6499
564784197,Juliano Santana Medeiros,1992-04-18,2000-5000,(79) 7683-4928
461684224,Deisemara Mantovani Simas,1981-03-21,2000-5000,(31) 8165-8656
453046507,Deisemara Villasboas Mantovani,1975-02-16,2000-5000,(15) 8157-2144
359969239,Julio Ferreira Lorenzetti,1982-07-23,5000-8000,(16) 9766-9784
345447475,Sinezio Moreira Flora,1961-11-22,5000-8000,(31) 8663-6729
212221686,Daiane Moreira Melo,1973-07-01,12000+,(12) 9343-1296
561147716,Guilherme Lima Luca,1974-03-19,12000+,(16) 8243-8478
534598091,Augusto Lins Almeida,1995-03-17,8000-12000,(17) 7799-3613
443264645,Felipe Sato Ferrari,1972-05-13,5000-8000,(21) 9371-6842
215506314,Isadora Schmidt Wainer,1972-04-06,5000-8000,(86) 9113-4364
302529288,Poliana Queiroz Simom,1992-02-12,8000-12000,(79) 9177-2833
320153057,Leticia Schneider Lima,1964-08-29,8000-12000,(13) 9218-4833
220653135,Sinezio Ferraz Gonzalez,1992-01-17,12000+,(19) 9249-3246
273341273,Fabio Teles Rizzo,1991-10-15,2000-5000,(15) 9081-3875
419529992,Renata Muller Campos,1962-10-07,12000+,(21) 9324-4927
304693304,Daiane Simom Kropf,1976-10-06,2000-5000,(21) 7358-4224
483224345,Etori Medeiros Mendes,1968-12-09,2000-5000,(79) 8566-2169
289415543,Willian Ferri Fiore,1983-09-25,8000-12000,(86) 7316-7153
216883882,Breno Stefanelli Marques,1980-12-03,0-2000,(79) 9328-8824
519921245,Simone Romano Ferrari,1968-09-21,12000+,(13) 8099-2589
397304379,Fernando Lima Freitas,1976-12-24,8000-12000,(79) 9549-2282
297354502,Lucas Villa Esteves,1979-06-01,8000-12000,(21) 9204-6789
294453425,Daniele Carvalho Teles,1991-02-16,2000-5000,(31) 9046-8242
371395950,Fernando Bernardi Ferrari,1985-04-13,12000+,(16) 7498-9373
214305415,Marcelo Antonelli Batista,2003-08-09,2000-5000,(21) 7072-9614
340158835,Lucas Paes Moreira,1979-09-30,8000-12000,(31) 7737-8282
429424363,Brenda Bernardi Bezerra,1960-11-01,2000-5000,(79) 9006-5474
522651705,Caio Nicoletti Zucatelli,1990-07-24,0-2000,(21) 9041-9265
416460098,Arthur Padovani Amaral,1997-10-25,5000-8000,(16) 9117-6887
214279547,Giulia Luca Almeida,1996-02-28,5000-8000,(74) 8188-2858
201908936,Fernando Ambrosio Medeiros,1992-06-29,2000-5000,(21) 9023-5599
247635075,Lucia Ruberti Caruso,1980-12-30,12000+,(21) 7362-4654
528474541,Daniele Garcia Ambrosio,1975-03-15,8000-12000,(19) 8116-3227
312663305,Eduardo da Silva Lima,1966-07-07,12000+,(86) 8442-4335
336398474,Joao Nogueira Moreira,1984-01-13,5000-8000,(17) 8280-7926
207162675,Deisemara Zardetto Pinheiro,1963-01-29,2000-5000,(31) 9101-7918
270386932,Francisco Nicoletti Carvalho,1976-05-24,12000+,(13) 8556-5232
366533297,Renato Lima Milani,1992-02-14,0-2000,(74) 9607-2391
363964748,Everton Zardetto Dias,1983-03-20,5000-8000,(86) 9016-5769
574221957,Valeska Villa Ferri,2000-11-07,8000-12000,(74) 8062-4739
323514747,Miquel Mendes Costa,1986-07-02,8000-12000,(86) 8848-7985
220914822,Roberto Meirelles Moreno,1989-02-12,8000-12000,(13) 8129-1149
220218785,Marta Castro Reis,1985-09-02,0-2000,(19) 9460-7114
593742526,Miquel Martins Reis,1980-09-08,12000+,(17) 9011-8599
330348087,Daiane Viana Araujo,1988-05-13,8000-12000,(12) 9790-5366
455089666,Katia Moreno Fontes,1996-09-22,0-2000,(79) 9140-6662
225906882,Deisemara Caruso Eller,1982-02-08,5000-8000,(16) 8908-3456
499988734,Ana Santana Kropf,1988-04-05,2000-5000,(21) 8928-5162
340234986,Nicole Justi Kropf,1963-10-06,2000-5000,(19) 9834-4112
464167052,Frederico Campos Cunha,1969-08-12,2000-5000,(31) 9607-6546
294909368,Julio Rizzo Bernardi,1961-03-03,5000-8000,(79) 9711-2129
599844755,Luiza Flora Cunha,2001-08-18,12000+,(86) 9135-5847
311253623,Leticia Lima Quaresma,1997-07-03,12000+,(21) 9010-8743
232745475,Leticia Nogueira Fernandes,1997-02-10,0-2000,(15) 8325-5458
507898007,Juliana Colombo Wainer,1975-03-28,2000-5000,(86) 8337-3433
274382056,Pablo Muller Reis,1986-07-17,0-2000,(19) 9149-8391
391244989,Mariana Gomes Barros,1978-07-01,12000+,(86) 7297-7394
363110642,Julia Gentili Teteshi,1991-05-30,0-2000,(79) 7169-7749
351880299,Nicole Borges Nardoni,1967-06-24,0-2000,(31) 8738-6495
307715950,Alexandre Moreira Schmidt,2003-07-30,5000-8000,(15) 9263-9787
389654635,Lucas Gonzalez Girardi,1983-01-17,5000-8000,(13) 9554-8369
344725043,Everton Meirelles Pelegrino,1969-12-28,12000+,(17) 7653-5389
521417979,Ricardo Miranda Ferretti,1975-07-22,8000-12000,(86) 7481-9114
500494815,Andreia Duarte Monteiro,1980-01-21,0-2000,(31) 9123-7872
550399341,Isadora Harper Moraes,1976-06-17,8000-12000,(16) 8475-3456
576883350,Alexandre de Marchi Stefanelli,2001-06-15,2000-5000,(86) 8934-5937
482340854,Julia Mendes Nardoni,1980-01-26,5000-8000,(15) 9554-2925
513005991,Brenda Padovani Vilar,1995-06-22,0-2000,(74) 9787-9522
245474170,Laura Stefanelli Villasboas,1963-06-24,5000-8000,(16) 8459-7887
346420399,Regina Simas Pinheiro,1973-12-03,0-2000,(17) 8434-4842
352024646,Laura Romano Machado,1964-03-14,2000-5000,(12) 7227-5674
348032834,Simone Bernardi Zardetto,2002-05-17,5000-8000,(79) 7614-1976
499788128,Almir Ferreira Fiore,1973-06-07,5000-8000,(15) 7879-1512
548927409,Vivian Lombardi Varella,1986-11-08,12000+,(15) 7256-2764
451039623,Isadora Girardi Dias,1989-12-13,2000-5000,(12) 7698-7892
271220503,Tabata Antonelli Villasboas,1971-03-09,2000-5000,(79) 9636-3976
526368300,Heloisa Lozzano Morelli,1997-07-01,8000-12000,(79) 7042-5115
312775724,Daniel Eller Ferrari,2000-09-09,12000+,(16) 9026-7452
